Incident energy;MT=102 : (z,γ);MT=18 : (z,fission)
Incident energy;;
Incident energy;σ(E);σ(E)
11.46455;23.05763;17.99455
11.47312;25.68502;18.6478
11.48169;28.89026;19.41304
11.49026;32.84108;20.318
11.49883;37.75156;21.39708
11.5074;43.8888;22.69179
11.51597;51.5762;24.25071
11.52453;61.17846;26.12588
11.5331;73.13709;28.37922
11.54167;87.88043;31.06497
11.55024;105.8279;34.23141
11.55881;127.3273;37.91021
11.56738;152.5893;42.10651
11.57595;181.6151;46.78849
11.58452;214.1252;51.87828
11.59309;249.5027;57.24595
11.604;297.0979;64.18719
11.6149;344.8297;70.78794
11.62344;380.0745;75.36473
11.63198;411.4178;79.11986
11.64052;437.0659;81.80472
11.64905;455.4375;83.22128
11.65523;463.5424;83.38464
11.6614;466.945;82.80165
11.66449;466.8458;82.23107
11.67375;459.3894;79.45396
11.68332;441.0132;75.06503
11.69289;413.2789;69.43994
11.70246;378.3332;62.96751
11.71202;338.73;56.07405
11.72406;286.1175;47.39751
11.73609;234.708;39.34271
11.74812;187.8749;32.34983
11.75414;166.8486;29.32556
11.76015;147.6581;26.63637
11.76663;129.043;24.10217
11.77311;112.5669;21.93165
11.77959;98.14819;20.10056
11.78607;85.65603;18.57889
11.79255;74.92688;17.33349
11.79903;65.7793;16.33025
11.80551;58.02618;15.53585
11.81199;51.48424;14.919
11.82079;44.23224;14.31506
11.82958;38.51625;13.92526
11.83837;34.00093;13.69888
11.84716;30.42036;13.59673
11.85596;27.56094;13.589
11.86475;25.26578;13.65352
11.87354;23.40687;13.77414
11.88233;21.89044;13.93939
11.89113;20.6449;14.14148
11.89992;19.62042;14.37447
11.9175;18.08151;14.9204
11.93509;17.05698;15.56231
11.95267;16.42208;16.29613
11.96748;16.13284;16.98881
11.98229;16.03872;17.75542
11.9971;16.12403;18.60422
12.01191;16.38221;19.54631
12.02672;16.81466;20.5961
12.04153;17.43036;21.77194
12.06045;18.51137;23.49518
12.07936;19.97631;25.52592
12.09827;21.91518;27.95431
12.11718;24.46473;30.90806
12.13609;27.83599;34.57654
12.14555;29.92833;36.7655
12.155;32.36207;39.25122
12.16446;35.21668;42.10271
12.17391;38.58105;45.39487
12.18337;42.58383;49.23767
12.19282;47.37088;53.75309
12.20308;53.6879;59.61193
12.21333;61.46634;66.71239
12.22359;71.10374;75.38506
12.23384;83.0346;85.98569
12.2441;97.79563;98.9531
12.25435;115.9006;114.6982
12.2646;137.8825;133.6418
12.27485;164.162;156.1017
12.28237;186.3154;174.9083
12.28989;210.8953;195.6593
12.29741;237.7749;218.2274
12.30493;266.6928;242.3716
12.31245;297.2382;267.7266
12.31997;328.8455;293.7993
12.335;392.2168;345.5044
12.3471;439.3994;383.3368
12.35919;478.7187;414.0927
12.37129;506.4316;434.7167
12.38338;519.6203;442.9035
12.38875;520.3981;442.2402
12.3995;512.4603;432.9612
12.40717;499.3966;420.2002
12.41483;480.8129;402.9137
12.43016;430.2822;357.5676
12.44549;368.5852;303.5748
12.46082;303.8245;247.7739
12.47778;236.6333;190.5744
12.48626;206.6172;165.2345
12.49473;179.5642;142.5152
12.50321;155.5528;122.4552
12.51168;134.6122;105.0546
12.52016;116.5388;90.12184
12.52863;101.1369;77.4748
12.53591;89.7987;68.2238
12.54318;80.02707;60.30305
12.55046;71.60498;53.52636
12.55773;64.37517;47.7576
12.56501;58.15149;42.83918
12.57228;52.80217;38.65847
12.57955;48.18743;35.09811
12.58682;44.19448;32.06357
12.5941;40.7228;29.47153
12.60137;37.70085;27.26201
12.60864;35.05585;25.37562
12.61591;32.7316;23.76665
12.63046;28.86505;21.23719
12.645;25.82377;19.45584
12.65747;23.72297;18.41316
12.66994;22.00037;17.75723
12.68241;20.59491;17.45228
12.69488;19.46196;17.47707
12.70943;18.44054;17.90652
12.72398;17.70403;18.75316
12.73853;17.21723;19.99518
12.75307;16.94442;21.58931
12.77281;16.83946;24.17881
12.79254;16.91695;26.97058
12.81227;17.01439;29.53977
12.832;16.96244;31.41366
12.85;16.66715;32.17963
12.859;16.41037;32.16652
12.8725;15.88456;31.64212
12.886;15.20305;30.55573
12.90295;14.1742;28.54864
12.9199;13.03093;26.07774
12.95379;10.75056;20.88088
12.97074;9.747391;18.60229
12.98768;8.885301;16.7124
13.00463;8.171852;15.25118
13.02157;7.601715;14.21558
13.03816;7.16868;13.58504
13.05475;6.844984;13.30047
13.07007;6.631743;13.31926
13.08538;6.492307;13.59041
13.10069;6.420371;14.10247
13.116;6.411382;14.84743
13.13538;6.48425;16.11058
13.15475;6.642567;17.6998
13.1935;7.151415;21.55571
13.22;7.554069;24.24252
13.2465;7.888674;26.39889
13.26632;8.036215;27.37641
13.28613;8.06631;27.67328
13.30582;7.975601;27.28949
13.3255;7.782265;26.3374
13.38775;6.925917;21.946
13.40332;6.757991;21.07291
13.41888;6.638728;20.44731
13.43444;6.576265;20.1127
13.45;6.575558;20.0981
13.46743;6.650975;20.48453
13.48485;6.807182;21.31188
13.50227;7.042111;22.59058
13.51969;7.351095;24.32477
13.53712;7.726643;26.51096
13.55454;8.156909;29.1278
13.57196;8.626537;32.13834
13.58938;9.115898;35.48146
13.61725;9.882131;41.30276
13.64513;10.54182;47.31622
13.673;11.01215;53.0567
13.707;11.27367;59.2033
13.7305;11.2668;62.80249
13.754;11.14634;65.95693
13.834;10.49407;75.83116
13.914;10.1751;87.43355
13.96275;10.00901;93.35052
13.98713;9.848077;94.9433
14.0115;9.607329;95.22181
14.03588;9.280654;94.04446
14.06025;8.876804;91.44713
14.08463;8.416134;87.62876
14.109;7.927122;82.91035
14.155;7.031054;72.83272
14.18891;6.475495;65.4618
14.22282;6.065169;58.78995
14.25673;5.839506;53.09515
14.27368;5.811064;50.64838
14.29063;5.852058;48.47337
14.30515;5.954952;46.82818
14.31966;6.137245;45.38858
14.33418;6.423811;44.15935
14.34869;6.850996;43.15377
14.36321;7.473099;42.38768
14.37047;7.879803;42.1016
14.37772;8.364694;41.88453
14.38498;8.942439;41.739
14.39224;9.627249;41.66822
14.3995;10.43516;41.6745
14.40675;11.38155;41.75898
14.41707;13.00228;42.01338
14.42739;14.98439;42.41777
14.43771;17.36215;42.95295
14.44802;20.14789;43.58463
14.45834;23.33399;44.26397
14.46866;26.86816;44.92347
14.48929;34.56276;45.84605
14.50232;39.39063;45.88607
14.51237;42.78964;45.49675
14.52241;45.68464;44.67759
14.53246;47.89686;43.39613
14.5425;49.27206;41.65659
14.55265;49.71438;39.4682
14.56407;49.03196;36.57837
14.57549;47.15764;33.37232
14.58434;44.98445;30.77537
14.59319;42.29935;28.16754
14.61088;35.91845;23.21237
14.6277;29.4081;19.15536
14.63611;26.25104;17.44009
14.64452;23.26333;15.94687
14.65293;20.49876;14.672
14.66134;17.99175;13.60324
14.66975;15.75904;12.72223
14.67815;13.80452;12.0076
14.68916;11.64193;11.28149
14.70017;9.891423;10.7459
14.71118;8.496862;10.35314
14.72218;7.399236;10.06328
14.73319;6.539486;9.844118
14.74419;5.868772;9.672438
14.7552;5.343649;9.53122
14.7662;4.93123;9.409566
14.77721;4.60443;9.300243
14.78822;4.343656;9.199297
14.81023;3.964381;9.015522
14.83224;3.714375;8.85373
14.85425;3.550399;8.717124
14.87613;3.448582;8.610783
14.898;3.393889;8.537304
14.91988;3.378184;8.498402
14.94175;3.397116;8.494231
14.9855;3.53455;8.584229
15.00738;3.656397;8.67415
15.02925;3.819289;8.792466
15.0536;4.057649;8.961972
15.07794;4.368926;9.188595
15.10229;4.771914;9.515123
15.12663;5.293334;10.0238
15.15098;5.976295;10.85325
15.16315;6.398719;11.44964
15.17532;6.891308;12.20949
15.18749;7.470641;13.17071
15.19966;8.157842;14.3762
15.21183;8.979283;15.87361
15.224;9.966947;17.71462
15.23722;11.2718;20.16677
15.25044;12.86996;23.15596
15.26366;14.81558;26.74077
15.27688;17.15639;30.9583
15.2901;19.92297;35.80796
15.30332;23.11549;41.2328
15.31654;26.68986;47.10173
15.32975;30.54337;53.19306
15.34225;34.30517;58.89288
15.35941;39.30853;66.02432
15.37657;43.61172;71.5384
15.39373;46.64849;74.61748
15.40231;47.5453;75.05886
15.41088;47.97578;74.72016
15.418;47.96691;73.84564
15.42869;47.33092;71.56206
15.43938;45.98489;68.21876
15.45007;44.00849;63.98765
15.46075;41.51666;59.08748
15.48454;34.79446;46.94297
15.50832;27.67812;35.04341
15.52022;24.35002;29.73199
15.53211;21.31132;25.01727
15.544;18.6096;20.93879
15.55589;16.26249;17.49105
15.5632;14.993;15.66779
15.5705;13.8512;14.05588
15.5778;12.82822;12.63675
15.5851;11.9159;11.39342
15.59241;11.10438;10.30731
15.59971;10.38684;9.36452
15.60701;9.753224;8.547407
15.61431;9.194996;7.841023
15.62162;8.703543;7.230932
15.62892;8.272862;6.706493
15.63622;7.895597;6.255889
15.64352;7.565819;5.869532
15.65813;7.028138;5.257001
15.67273;6.626316;4.816089
15.68621;6.353585;4.527088
15.69969;6.160363;4.328736
15.71317;6.036602;4.205411
15.72665;5.975767;4.146363
15.74912;6.005772;4.173424
15.77159;6.201867;4.3477
15.79406;6.586181;4.677143
15.8053;6.863794;4.909133
15.81653;7.211029;5.194337
15.82777;7.643025;5.543177
15.839;8.17894;5.968715
15.85024;8.847039;6.49044
15.86147;9.683246;7.132751
15.87271;10.73909;7.930703
15.88394;12.07892;8.92739
15.89517;13.78933;10.18053
15.9064;15.9781;11.76114
15.91764;18.7783;13.75594
15.92326;20.45333;14.93797
15.92887;22.33461;16.25742
15.93449;24.44921;17.73173
15.94011;26.81416;19.37116
15.95134;32.3653;23.18715
15.96258;39.1276;27.78702
15.97381;47.16266;33.19738
15.98505;56.46976;39.40146
15.99628;66.89728;46.28115
16.01875;89.88401;61.18774
16.04122;112.1922;75.22677
16.05249;121.4568;80.83964
16.06376;128.536;84.92251
16.07503;132.8883;87.14322
16.0863;134.1687;87.30585
16.0963;132.6449;85.69761
16.1063;128.719;82.53226
16.11614;122.7524;78.07849
16.12598;115.0536;72.54757
16.14565;96.23021;59.46589
16.16045;80.8766;49.061
16.17525;66.04411;39.17626
16.19005;52.72223;30.43223
16.19745;46.81535;26.59959
16.20485;41.45814;23.15101
16.21443;35.3481;19.2555
16.224;30.14539;15.97818
16.23358;25.77435;13.26249
16.24315;22.15732;11.05164
16.25273;19.18964;9.273394
16.2623;16.77963;7.864851
16.27187;14.83166;6.762379
16.28144;13.26311;5.911773
16.29189;11.90017;5.216943
16.30234;10.82828;4.71986
16.31279;9.986424;4.38355
16.32323;9.327889;4.18094
16.33194;8.891929;4.100031
16.34064;8.542482;4.091322
16.34935;8.266632;4.150347
16.35805;8.055879;4.27498
16.36676;7.903;4.465695
16.37546;7.803587;4.724241
16.38417;7.754274;5.055302
16.39287;7.753417;5.464074
16.40593;7.841955;6.241929
16.41899;8.040728;7.24859
16.43205;8.356473;8.529188
16.4451;8.799211;10.13791
16.45816;9.382774;12.14235
16.47122;10.12147;14.61382
16.48428;11.02936;17.62723
16.49733;12.11646;21.24938
16.50754;13.09546;24.54487
16.51775;14.18516;28.26182
16.52796;15.37826;32.39895
16.53817;16.66133;36.93537
16.55859;19.40891;47.00291
16.579;22.1794;57.78917
16.59566;24.22544;66.40306
16.61232;25.86171;74.10027
16.62898;26.90694;80.18514
16.64563;27.23487;84.08673
16.65525;27.07632;85.20505
16.67231;26.18765;85.07064
16.68936;24.61896;82.39022
16.70642;22.54281;77.59903
16.72347;20.17169;71.32467
16.75226;16.05711;59.22482
16.76666;14.14477;53.19328
16.78105;12.41019;47.51403
16.79545;10.87738;42.32441
16.80984;9.553677;37.7019
16.82424;8.427345;33.65217
16.83863;7.480908;30.15302
16.8491;6.891591;27.92251
16.85957;6.375481;25.93146
16.88051;5.527698;22.57067
16.90145;4.874485;19.88684
16.92238;4.36631;17.72562
16.94332;3.965636;15.96333
16.96426;3.645869;14.50925
16.9852;3.387665;13.29492
17.00613;3.177107;12.2697
17.04277;2.893579;10.81859
17.07941;2.688355;9.688753
17.11605;2.538967;8.790318
17.15269;2.43151;8.065465
17.18933;2.357089;7.475355
17.22597;2.309984;6.99305
17.26261;2.286844;6.59988
17.29925;2.286428;6.283397
17.36488;2.346647;5.887333
17.4305;2.498408;5.70428
17.45425;2.574965;5.69253
17.48863;2.698879;5.729256
17.523;2.831741;5.834292
17.573;3.048557;6.14003
17.60229;3.20796;6.436849
17.63158;3.411579;6.858588
17.66087;3.677941;7.450371
17.69015;4.028654;8.276728
17.7048;4.244659;8.807132
17.71944;4.493861;9.436371
17.73408;4.782648;10.18598
17.74872;5.118864;11.08275
17.76337;5.512608;12.16134
17.77801;5.975498;13.46272
17.79265;6.522601;15.04009
17.80729;7.171568;16.9572
17.82263;7.983036;19.41248
17.83797;8.954337;22.42104
17.85331;10.11152;26.08648
17.86865;11.47767;30.50748
17.88399;13.06799;35.76102
17.89933;14.88357;41.88003
17.91467;16.90463;48.82773
17.93;19.08318;56.4681
17.953;22.47425;68.68023
17.97221;25.17718;78.74343
17.99142;27.48523;87.68543
18.01063;29.14575;94.54623
18.02984;29.96859;98.54967
18.03768;30.03989;99.25152
18.05651;29.58497;98.67416
18.07534;28.32125;95.11382
18.09417;26.41431;89.13024
18.113;24.0781;81.4991
18.15113;18.91156;64.29137
18.17019;16.46509;56.13188
18.18925;14.26345;48.81213
18.20832;12.36022;42.49247
18.22738;10.7728;37.19889
18.24644;9.48686;32.85537
18.2655;8.470936;29.3424
18.28266;7.753944;26.77916
18.29982;7.192445;24.68605
18.31698;6.757883;22.97917
18.33413;6.425716;21.58835
18.35129;6.17531;20.45412
18.36844;5.991024;19.53177
18.40275;5.774463;18.18339
18.42563;5.71759;17.57328
18.4485;5.716603;17.14698
18.49425;5.855591;16.74382
18.53256;6.101457;16.79608
18.57087;6.462637;17.16768
18.60918;6.947679;17.85491
18.64748;7.577236;18.88299
18.67939;8.238733;20.04255
18.7113;9.061614;21.5396
18.74321;10.10372;23.46617
18.77511;11.46929;25.96435
18.79107;12.33102;27.49229
18.80702;13.35925;29.24649
18.82298;14.60563;31.26208
18.83893;16.1301;33.56435
18.85489;18.00307;36.17054
18.87084;20.28816;39.06825
18.88679;23.03544;42.21789
18.90274;26.25943;45.54392
18.91953;30.12853;49.12433
18.93632;34.37793;52.66878
18.9699;43.35183;59.4685
18.98853;48.24755;63.36204
19.00343;52.07925;66.95629
19.00715;53.03661;67.97245
19.01833;55.96573;71.43853
19.0295;59.06696;75.71153
19.04167;62.83428;81.61299
19.05383;67.25966;89.1964
19.066;72.66357;98.91567
19.07816;79.39052;111.2352
19.09032;87.82585;126.6774
19.10248;98.36366;145.7823
19.11465;111.4021;169.1143
19.12681;127.2705;197.1438
19.13897;146.256;230.3032
19.15113;168.5166;268.8354
19.1633;194.0585;312.7555
19.17546;222.5946;361.6036
19.18762;253.6225;414.575
19.19978;286.3147;470.3255
19.21844;337.0458;556.8964
19.2371;383.7848;636.9691
19.25576;420.7608;700.9221
19.27442;442.8135;740.0723
19.28878;447.4576;749.613
19.30313;440.8492;740.2733
19.31454;427.953;719.9676
19.32594;409.0937;689.5548
19.33734;385.3111;650.7374
19.34874;357.852;605.568
19.37155;297.1735;504.8908
19.39435;236.8953;403.8564
19.40694;206.4555;352.3816
19.41952;179.013;305.6253
19.43211;154.8593;264.1068
19.44469;134.0793;228.0193
19.45728;116.4673;197.0818
19.46986;101.7321;170.8899
19.48245;89.45214;148.8262
19.49503;79.22644;130.3156
19.51188;68.03932;110.0519
19.52272;62.01192;99.24427
19.53355;56.69164;89.86768
19.54438;51.93457;81.69229
19.55521;47.63683;74.5396
19.56605;43.7206;68.2601
19.57688;40.14249;62.74866
19.58771;36.86579;57.90339
19.59854;33.86928;53.64393
19.61325;30.22251;48.67367
19.62796;27.03661;44.50599
19.64267;24.28026;41.00913
19.65738;21.91573;38.06752
19.67209;19.89912;35.58102
19.6868;18.18324;33.46493
19.70151;16.72137;31.64959
19.71621;15.47116;30.08026
19.74563;13.45746;27.51009
19.77505;11.91604;25.5146
19.80447;10.70358;23.95138
19.83388;9.73343;22.73402
19.86849;8.83086;21.67155
19.9031;8.14117;20.96442
19.93771;7.648722;20.60247
19.97232;7.381928;20.61721
20.0;7.392362;20.94457
20.0189;7.558744;21.3478
20.03367;7.801915;21.76497
20.04844;8.1585;22.26259
20.06321;8.635599;22.82141
20.07797;9.230198;23.40932
20.1075;10.69483;24.48408
20.13703;12.24933;25.02349
20.14175;12.47615;25.02739
20.15465;13.03218;24.89457
20.16755;13.46672;24.53502
20.17982;13.74155;23.97406
20.1964;13.87341;22.88788
20.2165;13.66199;21.13809
20.2333;13.21014;19.42375
20.25525;12.34675;17.06169
20.2604;12.11482;16.51726
20.28078;11.15089;14.51463
20.30115;10.20134;12.90349
20.30608;9.984898;12.58943
20.32208;9.339695;11.79859
20.33808;8.803704;11.36908
20.35408;8.39749;11.29445
20.37008;8.134809;11.5494
20.39101;8.025431;12.3254
20.41193;8.20745;13.54492
20.4224;8.421643;14.31204
20.43286;8.728835;15.18372
20.44332;9.140638;16.16504
20.45378;9.671066;17.26266
20.46425;10.33715;18.48561
20.47471;11.15564;19.83903
20.48517;12.14563;21.32914
20.49563;13.32456;22.9565
20.5061;14.70797;24.71635
20.51656;16.30152;26.58934
20.52702;18.10598;28.54958
20.53748;20.1095;30.5566
20.56702;26.55959;35.96321
20.58179;29.93105;38.1328
20.59656;33.11209;39.64664
20.61562;36.5401;40.32654
20.62515;37.83102;40.05641
20.63468;38.77731;39.36885
20.64883;39.48939;37.6175
20.66773;39.138;34.1406
20.68846;37.27653;29.40464
20.70918;34.43062;24.51062
20.72623;31.86526;20.91594
20.73475;30.64692;19.38393
20.74327;29.53283;18.06967
20.7518;28.56258;16.99363
20.76032;27.77413;16.17313
20.76885;27.19677;15.61552
20.77737;26.85914;15.32749
20.78577;26.78426;15.30983
20.79416;26.98799;15.55916
20.80255;27.49347;16.0799
20.81094;28.32651;16.87994
20.81933;29.51706;17.97204
20.82772;31.10088;19.37511
20.83611;33.12094;21.11529
20.8445;35.62853;23.22674
20.8529;38.68798;25.75526
20.86129;42.36157;28.74566
20.86968;46.73064;32.25906
20.87807;51.88023;36.36006
20.88646;57.8999;41.11727
20.89485;64.87994;46.60034
20.90324;72.90648;52.87597
20.91163;82.05528;60.00305
20.91993;92.26734;67.93602
20.92822;103.652;76.76048
20.93651;116.2199;86.48529
20.9448;129.9302;97.07926
20.96139;160.3916;120.5786
20.97797;193.6446;146.189
20.99126;220.8525;167.1173
21.00454;246.9399;187.1617
21.01782;270.2676;205.0636
21.0311;289.1784;219.5519
21.0467;303.8092;230.7247
21.0623;308.7273;234.4233
21.0727;306.2824;232.4908
21.0831;299.3705;227.1303
21.09692;283.9044;215.1935
21.11073;262.5405;198.7466
21.12454;236.9946;179.1131
21.13835;209.1451;157.739
21.15502;174.9998;131.571
21.17169;142.7112;106.8677
21.18836;114.0526;84.98348
21.1967;101.3873;75.32836
21.20503;89.91473;66.59364
21.21348;79.47498;58.65662
21.22192;70.21396;51.62714
21.23037;62.04567;45.4384
21.23881;54.90776;40.04147
21.24726;48.69088;35.35187
21.2557;43.31287;31.30572
21.26415;38.6642;27.81863
21.27259;34.66306;24.82722
21.28104;31.21334;22.25763
21.28948;28.24455;20.05532
21.29793;25.67943;18.16104
21.30637;23.46264;16.53204
21.31482;21.53575;15.12361
21.32326;19.85804;13.90429
21.3317;18.38874;12.84291
21.34014;17.0957;11.91483
21.35703;14.93432;10.3789
21.37392;13.21028;9.171307
21.39081;11.80927;8.204806
21.4077;10.65177;7.418883
21.42459;9.68172;6.770974
21.44148;8.858798;6.23058
21.45837;8.153427;5.775399
21.47525;7.543784;5.388998
21.50903;6.546009;4.773652
21.5428;5.770243;4.313655
21.57658;5.154787;3.963666
21.61035;4.658791;3.693937
21.65089;4.180887;3.447353
21.69142;3.799274;3.262521
21.73196;3.490635;3.123407
21.77249;3.239358;3.019583
21.81303;3.034142;2.944055
21.85356;2.867052;2.892691
21.89409;2.732636;2.864078
21.93462;2.62799;2.859372
21.98866;2.532322;2.890643
22.0427;2.478076;2.943106
22.09383;2.445067;2.968528
22.17164;2.406977;2.950963
22.21878;2.407792;2.963233
22.26591;2.44074;3.020409
22.31304;2.509613;3.121487
22.36017;2.617596;3.265139
22.4073;2.772245;3.459071
22.45443;2.987819;3.721499
22.50156;3.289131;4.085024
22.52513;3.48483;4.321711
22.54869;3.721411;4.609405
22.57521;4.052734;5.015694
22.60172;4.479648;5.545057
22.62823;5.047399;6.258285
22.64149;5.406484;6.714061
22.65474;5.833105;7.259536
22.668;6.346698;7.92105
22.68125;6.971128;8.731137
22.69451;7.73927;9.734566
22.70776;8.690418;10.9851
22.72102;9.875894;12.55297
22.73427;11.35303;14.51694
22.74753;13.19083;16.97193
22.76078;15.45692;20.01144
22.77257;17.88917;23.28487
22.78435;20.75172;27.14823
22.79613;24.07104;31.63927
22.80791;27.84948;36.76295
22.8197;32.06329;42.4887
22.83148;36.64162;48.72151
22.85504;46.44669;62.10536
22.88435;58.08898;78.05917
22.8973;62.27109;83.81164
22.91024;65.47473;88.23255
22.92319;67.49184;91.03222
22.93613;68.18497;92.01647
22.95342;66.9951;90.4191
22.9707;63.57365;85.73493
22.98837;58.24444;78.39247
23.00604;51.73762;69.38014
23.04137;38.04477;50.22467
23.05502;33.29916;43.48948
23.06867;29.12703;37.4879
23.08232;25.61155;32.32502
23.09597;22.78249;28.02712
23.10962;20.63343;24.5623
23.12327;19.14099;21.86256
23.13692;18.28377;19.84407
23.15056;18.05999;18.4245
23.16341;18.45751;17.57031
23.17625;19.5126;17.14211
23.18388;20.49573;17.07924
23.19151;21.78288;17.15742
23.19914;23.41307;17.37831
23.20677;25.43168;17.74618
23.2144;27.88986;18.26773
23.22203;30.8435;18.95178
23.22966;34.35174;19.80889
23.23728;38.46898;20.84941
23.24491;43.26463;22.08852
23.25254;48.78752;23.53733
23.26017;55.08277;25.20727
23.2678;62.18262;27.10788
23.27543;70.10197;29.24587
23.28306;78.83397;31.6241
23.29831;98.56182;37.08444
23.31196;118.3361;42.70798
23.32561;139.2898;48.89518
23.33926;160.3152;55.45577
23.3529;180.0651;62.14847
23.36575;196.2474;68.35028
23.3789;209.1865;74.37996
23.39205;217.5082;79.92034
23.4023;220.3917;83.83234
23.40487;220.6011;84.75472
23.41512;219.3948;88.20473
23.42434;215.6139;91.01688
23.43356;209.4887;93.59619
23.452;191.4627;98.29493
23.45982;182.0963;100.2094
23.4774;159.0746;104.6263
23.49498;135.6255;109.4902
23.51256;114.025;114.9558
23.53013;95.69159;120.896
23.54575;82.55857;126.2729
23.55744;74.62342;130.1158
23.56913;68.1312;133.6
23.58082;62.85982;136.5427
23.5925;58.56973;138.7766
23.608;53.9827;140.4234
23.6235;50.22159;140.3813
23.639;46.92015;138.578
23.6545;43.83379;135.078
23.67;40.82575;130.0639
23.69241;36.52017;120.6997
23.71482;32.30417;109.7231
23.73723;28.30804;98.11496
23.75963;24.67013;86.7011
23.78204;21.48214;76.04774
23.80444;18.78797;66.48803
23.82685;16.58135;58.12668
23.84925;14.83291;50.93743
23.8752;13.32501;43.91191
23.90114;12.32277;38.06004
23.91412;12.00303;35.49753
23.92709;11.80689;33.14604
23.94006;11.74115;30.98233
23.95303;11.81836;28.99022
23.97157;12.21648;26.42213
23.9901;13.03021;24.18486
23.99937;13.62942;23.19966
24.00863;14.37991;22.31642
24.0179;15.30403;21.54636
24.02716;16.42224;20.90803
